Transcript	meanFST	WeightFST	Transcript2	Scaffold	Start	End	Length	Sex.Linkage	LG	cm_male	cf_female
comp12858_c0_seq1_m.37190	 0.00016869	 0.00044228	comp12858_c0_seq1_m.37190	scaffold921_1_size42489	10256	11346	1090	Au	3	16.74	20.82
comp12696_c0_seq1_m.6365	 -0.0033804	 -0.0071894	comp12696_c0_seq1_m.6365	scaffold719_1_size47026	29932	31614	1682	Au	5	37.11	20.81
comp46561_c0_seq1_m.11477	 -0.012539	 -0.021036	comp46561_c0_seq1_m.11477	scaffold1582_1_size32777	4208	5174	966	Au	3	37.11	39.34
comp17360_c1_seq2_m.29222	 0.012742	 0.049971	comp17360_c1_seq2_m.29222	scaffold3606_1_size20500	16527	19511	2984	SL	1	53.85	53.85
comp12506_c0_seq1_m.6213	 -0.0021132	 -0.0042674	comp12506_c0_seq1_m.6213	scaffold4019_1_size19074	5250	7730	2480	PAR	1	76.08	77.93
comp15318_c0_seq1_m.31401	 -0.0071391	 -0.0030682	comp15318_c0_seq1_m.31401	scaffold878_1_size43353	13744	26618	12874	Au	6	22.52	14.89
comp5585_c0_seq1_m.1917	 0.0018043	 0.00060762	comp5585_c0_seq1_m.1917	scaffold_501	33754	34068	314	PAR	1	90.89	83.49
comp7673_c0_seq1_m.3070	 0.006985	 0.0069893	comp7673_c0_seq1_m.3070	scaffold6849_1_size12904	5186	8835	3649	SL	1	53.85	55.7
comp7070_c0_seq2_m.22581	 0.023339	 0.024535	comp7070_c0_seq2_m.22581	scaffold44_1_size120491	82774	85157	2383	Au	4	18.74	28.22
comp8340_c0_seq1_m.3426	 -0.0099252	 -0.012847	comp8340_c0_seq1_m.3426	scaffold_2277	868	17929	17061	Au	7	42.6	76.46
comp7367_c0_seq1_m.2900	 -0.0090613	 -0.011854	comp7367_c0_seq1_m.2900	scaffold5884_1_size14587	3691	4321	630	Au	5	29.7	20.81
comp63320_c0_seq1_m.11869	 -0.015918	 -0.02454	comp63320_c0_seq1_m.11869	scaffold274_1_size68263	25629	30342	4713	Au	5	66.75	65.26
comp41810_c0_seq1_m.11366	 -0.0078961	 -0.016026	comp41810_c0_seq1_m.11366	scaffold75_1_size101973	38558	42590	4032	Au	8	28.84	26.21
comp9626_c0_seq1_m.4263	 -0.016959	 -0.025124	comp9626_c0_seq1_m.4263	scaffold_173	1539	23774	22235	Au	4	5.78	15.26
comp3916_c0_seq1_m.38785	 0.0083314	 0.012001	comp3916_c0_seq1_m.38785	scaffold_1283	64488	67694	3206	Au	8	58.48	59.55
comp6530_c0_seq1_m.2365	 -0.0060892	 -0.009039	comp6530_c0_seq1_m.2365	scaffold582_1_size51517	4159	12230	8071	Au	5	74.15	67.11
comp9991_c0_seq1_m.4491	 0.0087572	 -0.0010554	comp9991_c0_seq1_m.4491	scaffold2754_1_size24180	14838	19312	4474	Au	2	67.58	78.01
comp12103_c0_seq1_m.5924	 -0.010959	 -0.016681	comp12103_c0_seq1_m.5924	scaffold719_1_size47026	24702	25454	752	Au	5	37.11	20.81
comp18973_c1_seq1_m.15524	 -0.013224	 -0.018156	comp18973_c1_seq1_m.15524	scaffold_3451	1257	26445	25188	Au	4	5.78	17.11
comp9265_c0_seq1_m.4022	 -0.038925	 -0.038925	comp9265_c0_seq1_m.4022	scaffold_2200	72140	76220	4080	SL	1	53.85	53.85
comp115655_c0_seq1_m.13313	 -0.020007	 -0.019964	comp115655_c0_seq1_m.13313	scaffold1065_1_size39621	21273	22357	1084	PAR	1	7.55	7.48
comp7657_c0_seq1_m.3061	 -0.00046215	 0.0014513	comp7657_c0_seq1_m.3061	scaffold_3551	566	7244	6678	Au	3	46.37	65.27
comp16967_c0_seq1_m.26139	 -0.016341	 -0.015038	comp16967_c0_seq1_m.26139	scaffold_1761	14767	15756	989	SL	1	53.85	53.85
comp15398_c0_seq1_m.8261	 1.1276e-16	 1.1276e-16	comp15398_c0_seq1_m.8261	scaffold9639_1_size9854	3280	5866	2586	Au	8	56.63	59.55
comp38046_c0_seq1_m.11283	 -0.0044136	 -0.0051827	comp38046_c0_seq1_m.11283	scaffold_806	11290	14152	2862	Au	4	5.78	15.26
comp12593_c0_seq1_m.6283	 0.00011246	 0.00033102	comp12593_c0_seq1_m.6283	scaffold12139_1_size7669	743	1878	1135	PAR	1	9.4	7.48
comp86061_c0_seq1_m.12487	 -0.012707	 -0.0074563	comp86061_c0_seq1_m.12487	scaffold4836_1_size16818	10171	10683	512	Au	5	55.63	44.89
comp9437_c0_seq1_m.4136	 -0.0068314	 -0.011624	comp9437_c0_seq1_m.4136	scaffold3554_1_size20746	7258	7767	509	PAR	1	35.33	18.59
comp9315_c0_seq1_m.4058	 -0.011292	 -0.021525	comp9315_c0_seq1_m.4058	scaffold_1876	31061	31566	505	PAR	1	98.3	83.49
comp15541_c0_seq1_m.25283	 -0.011453	 -0.0079683	comp15541_c0_seq1_m.25283	scaffold_2797	1024	4123	3099	Au	4	13.18	18.96
comp31426_c0_seq1_m.11110	 0.0099074	 0.0090311	comp31426_c0_seq1_m.11110	scaffold1339_1_size35645	12108	15775	3667	Au	6	13.26	9.33
comp15382_c0_seq1_m.8254	 -0.0069069	 -0.0086702	comp15382_c0_seq1_m.8254	scaffold45290_1_size1648	705	1648	943	PAR	1	66.82	72.37
comp6204_c0_seq1_m.2173	 0.0034105	 -0.0024809	comp6204_c0_seq1_m.2173	scaffold1633_1_size32271	24597	26314	1717	Au	6	39.18	46.37
comp4707_c0_seq1_m.1391	 -0.01311	 -0.01943	comp4707_c0_seq1_m.1391	scaffold333_1_size63206	28785	31309	2524	Au	8	21.44	24.36
comp4343_c0_seq1_m.1087	 0.0021094	 -0.0037647	comp4343_c0_seq1_m.1087	scaffold_1960	64718	66662	1944	PAR	1	77.93	77.93
comp12784_c0_seq1_m.36355	 -0.0099107	 -0.013998	comp12784_c0_seq1_m.36355	scaffold_533	9368	52981	43613	Au	6	50.3	57.49
comp19237_c0_seq1_m.10494	 0.011325	 0.0052053	comp19237_c0_seq1_m.10494	scaffold28_1_size138319	35902	37434	1532	Au	3	87.12	102.31
comp17000_c0_seq1_m.9293	 0.0076569	 0.013381	comp17000_c0_seq1_m.9293	scaffold33645_1_size2215	77	1546	1469	Au	8	64.03	68.81
comp13405_c0_seq1_m.17264	 -0.0023058	 -0.010343	comp13405_c0_seq1_m.17264	scaffold1087_1_size39319	24794	27699	2905	Au	6	33.63	38.96
comp4554_c0_seq1_m.1236	 -0.0051834	 -0.0075603	comp4554_c0_seq1_m.1236	scaffold29135_1_size2591	1	1537	1536	Au	8	21.44	16.95
comp18872_c0_seq1_m.20127	 -0.016909	 -0.021493	comp18872_c0_seq1_m.20127	scaffold_2097	4113	40848	36735	Au	4	59.49	59.7
comp16743_c0_seq1_m.34906	 -nan	 -nan	comp16743_c0_seq1_m.34906	scaffold_1664	16316	18903	2587	PAR	1	77.93	77.93
comp7937_c0_seq1_m.3230	 -0.0055325	 -0.0091694	comp7937_c0_seq1_m.3230	scaffold348_1_size62053	12918	13340	422	PAR	1	14.96	9.33
comp16629_c0_seq1_m.31974	 -0.016401	 -0.021527	comp16629_c0_seq1_m.31974	scaffold38138_1_size1950	17	378	361	Au	6	72.52	70.45
comp17333_c0_seq1_m.9496	 -0.00028918	 -0.00054825	comp17333_c0_seq1_m.9496	scaffold_254	2669	3947	1278	Au	3	31.56	28.23
comp16279_c0_seq1_m.8850	 -0.011389	 -0.017566	comp16279_c0_seq1_m.8850	scaffold_4071	45066	49744	4678	Au	2	69.43	78.01
comp9647_c0_seq1_m.30960	 -0.0038799	 -0.0030398	comp9647_c0_seq1_m.30960	scaffold1412_1_size34791	636	6341	5705	Au	4	16.89	24.52
comp3101_c0_seq1_m.616	 -0.016614	 -0.01989	comp3101_c0_seq1_m.616	scaffold13214_1_size7189	245	2651	2406	Au	7	31.49	43.12
comp4120_c0_seq1_m.961	 -0.018685	 -0.025609	comp4120_c0_seq1_m.961	scaffold214_1_size73509	5312	7021	1709	Au	6	41.04	46.37
comp7031_c0_seq1_m.2688	 -0.0033596	 -0.0042225	comp7031_c0_seq1_m.2688	scaffold_624	55334	72506	17172	Au	6	26.22	24.15
comp9584_c0_seq1_m.4233	 -0.020021	 -0.028771	comp9584_c0_seq1_m.4233	scaffold728_1_size46840	18532	19599	1067	PAR	1	64.96	70.52
comp13079_c0_seq1_m.26525	 -0.020087	 -0.03029	comp13079_c0_seq1_m.26525	scaffold_109	37680	40333	2653	PAR	1	50.15	40.89
comp12962_c0_seq1_m.6567	 -0.0024465	 -0.012078	comp12962_c0_seq1_m.6567	scaffold1179_1_size37945	4892	9612	4720	Au	3	64.89	83.79
comp6131_c0_seq1_m.2131	 -0.0096455	 -0.011205	comp6131_c0_seq1_m.2131	scaffold_295	689	6320	5631	Au	5	74.15	67.11
comp4287_c0_seq1_m.1046	 -0.01569	 -0.019496	comp4287_c0_seq1_m.1046	scaffold_3052	138625	144040	5415	Au	6	18.81	11.18
comp12119_c0_seq1_m.19431	 -0.01028	 -0.0020603	comp12119_c0_seq1_m.19431	scaffold_3445	19666	22590	2924	Au	5	55.63	56
comp74162_c0_seq1_m.12146	 0.010672	 0.020499	comp74162_c0_seq1_m.12146	scaffold_2883	9683	10231	548	Au	3	13.04	20.82
comp15542_c0_seq1_m.8359	 -0.023639	 -0.026679	comp15542_c0_seq1_m.8359	scaffold40179_1_size1848	1501	1848	347	PAR	1	100.15	83.49
comp13670_c0_seq1_m.16025	 -0.0061284	 -0.013269	comp13670_c0_seq1_m.16025	scaffold2111_1_size28090	1438	14827	13389	PAR	1	52	44.59
comp7170_c0_seq1_m.2775	 -0.01724	 -0.021984	comp7170_c0_seq1_m.2775	scaffold_843	3605	9263	5658	Au	3	50.08	68.98
comp18015_c1_seq2_m.30074	 0.0022077	 0.017666	comp18015_c1_seq2_m.30074	scaffold_2511	132	5524	5392	Au	8	49.22	44.73
comp18436_c0_seq1_m.10138	 -0.0058495	 -0.0053192	comp18436_c0_seq1_m.10138	scaffold_884	333	6803	6470	Au	2	19.42	9.48
comp9176_c0_seq1_m.29827	 -0.00046101	 -0.01543	comp9176_c0_seq1_m.29827	scaffold346_1_size62162	13162	16871	3709	SL	1	53.85	59.41
comp9707_c0_seq1_m.4306	 -0.016347	 -0.01602	comp9707_c0_seq1_m.4306	scaffold8017_1_size11561	8339	11280	2941	PAR	1	59.41	68.67
comp7880_c0_seq1_m.38563	 0.0018124	 -0.0052157	comp7880_c0_seq1_m.38563	scaffold_1569	46689	51355	4666	Au	3	76.01	89.35
comp82465_c0_seq1_m.12375	 -0.014558	 -0.02083	comp82465_c0_seq1_m.12375	scaffold_4041	20794	21846	1052	Au	3	16.74	20.82
comp218224_c0_seq1_m.14935	 -0.014184	 -0.020894	comp218224_c0_seq1_m.14935	scaffold_2371	24923	30319	5396	Au	3	74.15	85.65
comp65225_c0_seq1_m.11907	 -0.023567	 -0.027448	comp65225_c0_seq1_m.11907	scaffold1487_1_size33931	20193	21088	895	Au	8	34.4	31.77
comp13554_c0_seq1_m.6974	 -0.015385	 -0.021898	comp13554_c0_seq1_m.6974	scaffold2826_1_size23846	1637	8346	6709	Au	5	13.04	15.26
comp14964_c0_seq1_m.30005	 -4.3422e-05	 0.0031772	comp14964_c0_seq1_m.30005	scaffold_1180	4857	18290	13433	Au	3	42.67	57.86
comp17271_c0_seq1_m.9458	 -0.027175	 -0.027721	comp17271_c0_seq1_m.9458	scaffold_808	185	1485	1300	SL	1	53.85	63.11
comp14793_c0_seq2_m.37079	 -0.0079509	 -0.027121	comp14793_c0_seq2_m.37079	scaffold2734_1_size24252	16658	19934	3276	SL	1	53.85	48.3
comp11914_c1_seq1_m.35472	 1.1276e-16	 1.1276e-16	comp11914_c1_seq1_m.35472	scaffold20990_1_size4258	205	3548	3343	Au	2	34.24	22.44
comp11953_c0_seq1_m.5817	 0.032107	 0.032002	comp11953_c0_seq1_m.5817	scaffold_274	1167	10205	9038	Au	2	41.65	33.56
comp17387_c0_seq1_m.9531	 -0.009895	 -0.016957	comp17387_c0_seq1_m.9531	scaffold_2512	5439	34869	29430	Au	7	38.89	72.75
comp12033_c0_seq1_m.17700	 -0.017777	 -0.026085	comp12033_c0_seq1_m.17700	scaffold2266_1_size26986	6359	7557	1198	Au	3	5.63	13.42
comp13377_c0_seq1_m.20407	 1.1276e-16	 1.1276e-16	comp13377_c0_seq1_m.20407	scaffold1981_1_size29149	20067	21353	1286	Au	8	0	0
comp68418_c0_seq1_m.11999	 0.0049282	 0.0023672	comp68418_c0_seq1_m.11999	scaffold_2992	78822	80315	1493	Au	3	53.78	78.24
comp69935_c0_seq1_m.12015	 -0.0079324	 -0.016469	comp69935_c0_seq1_m.12015	scaffold26_1_size141137	108579	110612	2033	Au	3	22.3	22.68
comp10699_c0_seq1_m.4970	 0.0049005	 0.0097511	comp10699_c0_seq1_m.4970	scaffold46257_1_size1614	425	1077	652	Au	3	35.26	33.79
comp18575_c0_seq1_m.10213	 -0.013414	 -0.015547	comp18575_c0_seq1_m.10213	scaffold3619_1_size20455	1416	3928	2512	Au	2	69.43	79.86
comp15581_c0_seq1_m.8393	 -0.0096937	 -0.012865	comp15581_c0_seq1_m.8393	scaffold_3776	22541	26194	3653	SL	1	53.85	64.96
comp17673_c0_seq8_m.16212	 -0.011317	 -0.018698	comp17673_c0_seq8_m.16212	scaffold12125_1_size7677	595	4589	3994	Au	2	21.27	11.33
comp4269_c0_seq1_m.1037	 -0.021395	 -0.02292	comp4269_c0_seq1_m.1037	scaffold_3887	16908	19043	2135	Au	4	16.89	26.37
comp3972_c0_seq1_m.853	 -0.01469	 -0.020894	comp3972_c0_seq1_m.853	scaffold23558_1_size3418	735	2753	2018	PAR	1	63.11	68.67
comp35275_c0_seq1_m.11203	 -nan	 -nan	comp35275_c0_seq1_m.11203	scaffold_2992	82987	85288	2301	Au	3	53.78	78.24
comp16240_c0_seq5_m.38556	 -nan	 -nan	comp16240_c0_seq5_m.38556	scaffold1099_1_size39102	21694	24757	3063	Au	2	45.35	35.41
comp16398_c0_seq1_m.8918	 -nan	 -nan	comp16398_c0_seq1_m.8918	scaffold_3939	1361	9543	8182	Au	4	22.44	31.92
comp13342_c0_seq1_m.32096	 -0.0096659	 -0.0018149	comp13342_c0_seq1_m.32096	scaffold93086_1_size836	112	780	668	PAR	1	40.89	26
comp18579_c0_seq3_m.20814	 -0.018184	 -0.030976	comp18579_c0_seq3_m.20814	scaffold_3513	6609	9294	2685	PAR	1	100.15	85.34
comp16703_c0_seq1_m.23369	 -0.020468	 -0.020468	comp16703_c0_seq1_m.23369	scaffold3224_1_size22043	11143	11466	323	Au	4	5.78	18.96
comp6055_c0_seq1_m.2090	 -0.017145	 -0.024271	comp6055_c0_seq1_m.2090	scaffold_4197	663	22314	21651	Au	5	29.7	20.81
comp18243_c0_seq1_m.19343	 -0.01265	 -0.0083174	comp18243_c0_seq1_m.19343	scaffold1196_1_size37611	22343	22738	395	Au	5	55.63	56
comp11576_c0_seq1_m.5536	 0.0015557	 -0.0050637	comp11576_c0_seq1_m.5536	scaffold31406_1_size2382	1777	2233	456	Au	7	14.82	26.45
comp18625_c0_seq1_m.10245	 0.00065237	 0.0048234	comp18625_c0_seq1_m.10245	scaffold46840_1_size1596	1	758	757	Au	6	33.63	38.96
comp11810_c0_seq1_m.32860	 0.084021	 0.1539	comp11810_c0_seq1_m.32860	scaffold2251_1_size27097	22981	25911	2930	Au	3	7.48	18.97
comp50440_c0_seq1_m.11561	 -0.018399	 -0.021821	comp50440_c0_seq1_m.11561	scaffold578_1_size51582	48583	50070	1487	PAR	1	74.23	77.93
comp12300_c0_seq1_m.6066	 -0.0073233	 -0.0067653	comp12300_c0_seq1_m.6066	scaffold_4024	22385	25990	3605	Au	5	24.15	18.96
comp10496_c0_seq1_m.4824	 0.053691	 0.079215	comp10496_c0_seq1_m.4824	scaffold7780_1_size11821	7478	8119	641	Au	2	69.43	79.86
comp12175_c0_seq1_m.5981	 1.1276e-16	 1.1276e-16	comp12175_c0_seq1_m.5981	scaffold_2178	19683	21623	1940	Au	2	69.43	87.27
comp11271_c0_seq3_m.17375	 -0.012177	 -0.018929	comp11271_c0_seq3_m.17375	scaffold_322	485	17555	17070	PAR	1	48.3	40.89
comp44757_c0_seq1_m.11423	 -0.028104	 -0.029065	comp44757_c0_seq1_m.11423	scaffold1_1_size329358	325419	328573	3154	Au	4	28	33.78
comp606_c0_seq1_m.174	 -0.022492	 -0.027715	comp606_c0_seq1_m.174	scaffold_1226	23669	25342	1673	Au	6	65.11	61.19
comp8044_c0_seq1_m.3278	 0.00041156	 0.0062462	comp8044_c0_seq1_m.3278	scaffold999_1_size40889	26169	27074	905	Au	6	48.44	55.63
comp16849_c0_seq1_m.19634	 -nan	 -nan	comp16849_c0_seq1_m.19634	scaffold7861_1_size11714	4009	7145	3136	Au	5	55.63	46.74
comp17230_c0_seq1_m.32664	 -0.0091598	 -0.013779	comp17230_c0_seq1_m.32664	scaffold_762	907	4246	3339	Au	3	81.56	96.76
comp9783_c0_seq1_m.17050	 -0.024672	 -0.02613	comp9783_c0_seq1_m.17050	scaffold_3142	1717	10017	8300	Au	6	33.63	40.82
comp18684_c0_seq1_m.16136	 -nan	 -nan	comp18684_c0_seq1_m.16136	scaffold6627_1_size13234	459	3501	3042	Au	2	26.83	15.04
comp17834_c0_seq1_m.20615	 -0.01981	 -0.019394	comp17834_c0_seq1_m.20615	scaffold7115_1_size12582	3564	5015	1451	Au	5	55.63	56
comp10176_c0_seq1_m.4608	 -0.00264	 -0.011559	comp10176_c0_seq1_m.4608	scaffold_701	14746	17740	2994	Au	2	67.58	78.01
comp16499_c0_seq1_m.8982	 0.00073581	 -0.0035388	comp16499_c0_seq1_m.8982	scaffold_329	455	6079	5624	Au	7	1.85	13.49
comp13168_c0_seq1_m.37352	 -0.0098827	 -0.017443	comp13168_c0_seq1_m.37352	scaffold_4084	92482	94661	2179	Au	3	61.19	81.94
comp18137_c0_seq1_m.26606	 0.0027665	 0.0045599	comp18137_c0_seq1_m.26606	scaffold_3562	20632	21856	1224	Au	2	36.09	22.44
comp3923_c0_seq1_m.31432	 0.011278	 0.020708	comp3923_c0_seq1_m.31432	scaffold430_1_size57168	19462	22170	2708	Au	5	35.26	20.81
comp14446_c1_seq1_m.26748	 0.0027702	 -0.0063959	comp14446_c1_seq1_m.26748	scaffold3464_1_size21095	5185	7847	2662	Au	4	16.89	26.37
comp4061_c0_seq1_m.916	 -0.033779	 -0.031507	comp4061_c0_seq1_m.916	scaffold3183_1_size22213	6852	8852	2000	Au	3	61.19	81.94
comp46400_c0_seq1_m.11469	 -0.020436	 -0.025053	comp46400_c0_seq1_m.11469	scaffold313_1_size64711	15995	21971	5976	Au	2	49.06	40.96
comp7026_c0_seq1_m.31590	 -0.012457	 -0.020458	comp7026_c0_seq1_m.31590	scaffold2989_1_size23054	19026	22461	3435	Au	8	64.03	63.26
comp7405_c0_seq1_m.2920	 0.10795	 0.10508	comp7405_c0_seq1_m.2920	scaffold_192	22657	28833	6176	Au	5	13.04	15.26
comp15686_c0_seq2_m.30745	 -0.014354	 -0.014354	comp15686_c0_seq2_m.30745	scaffold_254	6925	8573	1648	Au	3	31.56	28.23
comp5331_c0_seq1_m.1797	 -0.0092949	 -0.0072445	comp5331_c0_seq1_m.1797	scaffold_382	11325	12191	866	Au	2	24.98	11.33
comp9076_c0_seq1_m.3905	 -0.020122	 -0.018423	comp9076_c0_seq1_m.3905	scaffold10501_1_size8866	6002	8281	2279	PAR	1	98.3	83.49
comp14210_c1_seq9_m.29879	 -0.033991	 -0.034325	comp14210_c1_seq9_m.29879	scaffold_424	123759	124987	1228	Au	8	64.03	68.81
comp7563_c0_seq1_m.21771	 0.02464	 0.037025	comp7563_c0_seq1_m.21771	scaffold_2603	25204	26868	1664	Au	2	34.24	22.44
comp16355_c1_seq1_m.32925	 -0.0077643	 -0.014757	comp16355_c1_seq1_m.32925	scaffold_1888	40286	43060	2774	SL	1	53.85	68.67
comp9529_c0_seq1_m.4193	 -nan	 -nan	comp9529_c0_seq1_m.4193	scaffold2401_1_size26154	15619	18554	2935	PAR	1	11.25	7.48
comp14320_c0_seq1_m.7529	 -0.0096054	 -0.01891	comp14320_c0_seq1_m.7529	scaffold1234_1_size37008	24095	25951	1856	Au	4	61.34	68.97
comp15368_c0_seq1_m.8245	 -0.0051923	 -0.01696	comp15368_c0_seq1_m.8245	scaffold1185_1_size37844	12665	14782	2117	PAR	1	11.25	9.33
comp18529_c0_seq1_m.34179	 -0.033493	 -0.033493	comp18529_c0_seq1_m.34179	scaffold_2128	151	22299	22148	Au	7	7.41	15.34
comp13730_c0_seq1_m.7084	 0.0019033	 0.014173	comp13730_c0_seq1_m.7084	scaffold7346_1_size12312	4134	7185	3051	Au	4	59.49	54.15
comp4171_c0_seq1_m.20010	 -0.0018284	 -0.006865	comp4171_c0_seq1_m.20010	scaffold237_1_size71240	42810	45069	2259	Au	4	59.49	59.7
comp6145_c0_seq1_m.2140	 -nan	 -nan	comp6145_c0_seq1_m.2140	scaffold2537_1_size25350	4489	6294	1805	Au	4	5.78	18.96
comp14995_c0_seq1_m.38138	 -0.0024685	 0.0067039	comp14995_c0_seq1_m.38138	scaffold_2574	306	11851	11545	SL	1	53.85	61.26
comp95303_c0_seq1_m.12717	 -0.0084555	 -0.015719	comp95303_c0_seq1_m.12717	scaffold_1297	51048	51420	372	Au	5	59.34	59.7
comp27295_c0_seq1_m.11016	 -0.0097726	 -0.018947	comp27295_c0_seq1_m.11016	scaffold577_1_size51607	12164	14173	2009	Au	3	98.52	102.31
comp4937_c0_seq1_m.1562	 1.1276e-16	 1.1276e-16	comp4937_c0_seq1_m.1562	scaffold_3533	4243	6402	2159	Au	5	74.15	67.11
comp80522_c0_seq1_m.12307	 0.002304	 0.0040971	comp80522_c0_seq1_m.12307	scaffold_501	38344	39966	1622	PAR	1	90.89	83.49
comp16527_c0_seq1_m.39280	 -0.013924	 -0.0046564	comp16527_c0_seq1_m.39280	scaffold786_1_size45460	29856	36062	6206	Au	8	56.63	59.55
comp16316_c0_seq1_m.38100	 -nan	 -nan	comp16316_c0_seq1_m.38100	scaffold5893_1_size14568	3632	4128	496	Au	8	21.44	16.95
comp16980_c0_seq1_m.20492	 0.019066	 0.029447	comp16980_c0_seq1_m.20492	scaffold20627_1_size4418	644	4205	3561	Au	6	35.48	40.82
comp95141_c0_seq1_m.12704	 0.0051175	 0.020144	comp95141_c0_seq1_m.12704	scaffold123_1_size87300	31440	32804	1364	Au	7	14.82	33.86
comp4809_c0_seq1_m.29168	 -0.0060574	 -0.011527	comp4809_c0_seq1_m.29168	scaffold542_1_size52832	27544	30859	3315	Au	3	24.15	24.53
comp10825_c0_seq1_m.5056	 -0.029109	 -0.032122	comp10825_c0_seq1_m.5056	scaffold3088_1_size22633	2859	4806	1947	SL	1	53.85	64.96
comp4507_c0_seq1_m.1201	 1.1276e-16	 1.1276e-16	comp4507_c0_seq1_m.1201	scaffold1052_1_size39912	20255	22625	2370	Au	4	28	33.78
comp8529_c0_seq1_m.3543	 -nan	 -nan	comp8529_c0_seq1_m.3543	scaffold_2163	8891	9818	927	Au	3	81.56	98.61
comp15047_c0_seq1_m.8019	 -0.004449	 -0.013256	comp15047_c0_seq1_m.8019	scaffold5318_1_size15792	6094	6351	257	Au	3	81.56	96.76
comp15283_c0_seq1_m.34232	 -0.025658	 -0.031323	comp15283_c0_seq1_m.34232	scaffold_2517	7647	10277	2630	Au	4	11.33	18.96
comp13190_c0_seq2_m.36047	 0.0043019	 0.012312	comp13190_c0_seq2_m.36047	scaffold255_1_size70174	62638	64300	1662	Au	5	13.04	13.4
comp12604_c0_seq1_m.6291	 -0.0083221	 -0.0080285	comp12604_c0_seq1_m.6291	scaffold_3291	768	4340	3572	Au	6	68.82	66.75
comp8933_c0_seq1_m.29061	 -0.013778	 -0.010766	comp8933_c0_seq1_m.29061	scaffold_490	16904	17265	361	PAR	1	7.55	7.48
comp15561_c0_seq1_m.24295	 0.0020506	 0.0020506	comp15561_c0_seq1_m.24295	scaffold_1019	10888	12497	1609	Au	2	71.28	90.97
comp11803_c0_seq1_m.17165	 -0.017408	 -0.029456	comp11803_c0_seq1_m.17165	scaffold_1343	18992	20515	1523	Au	8	54.77	59.55
comp7045_c0_seq2_m.34670	 -0.010317	 -0.0051358	comp7045_c0_seq2_m.34670	scaffold_2985	28504	29670	1166	Au	3	44.52	63.42
comp6806_c0_seq1_m.33863	 -0.024561	 -0.031597	comp6806_c0_seq1_m.33863	scaffold5882_1_size14594	7966	11335	3369	Au	4	16.89	26.37
comp18283_c0_seq1_m.28716	 -0.011536	 -0.015336	comp18283_c0_seq1_m.28716	scaffold51067_1_size1471	1	1460	1459	Au	6	72.52	70.45
comp6517_c0_seq1_m.2355	 -0.0031518	 0.0020739	comp6517_c0_seq1_m.2355	scaffold_3860	16022	21549	5527	Au	5	13.04	13.4
comp15085_c0_seq1_m.8046	 -0.0063809	 -0.01789	comp15085_c0_seq1_m.8046	scaffold_1675	728	5211	4483	Au	3	70.45	85.65
comp12054_c0_seq1_m.5891	 0.018204	 0.030169	comp12054_c0_seq1_m.5891	scaffold_3250	13422	15250	1828	Au	2	30.54	18.74
comp8691_c0_seq1_m.3629	 -0.0079104	 -0.018592	comp8691_c0_seq1_m.3629	scaffold_1716	41948	48190	6242	Au	3	53.78	78.24
comp17862_c0_seq1_m.9808	 0.003234	 0.0056357	comp17862_c0_seq1_m.9808	scaffold18116_1_size5714	3888	5714	1826	PAR	1	59.41	68.67
comp12413_c0_seq1_m.39089	 0.0079127	 0.019295	comp12413_c0_seq1_m.39089	scaffold_4025	22706	69057	46351	Au	6	72.52	70.45
comp14217_c0_seq1_m.19097	 -0.0166	 -0.0021265	comp14217_c0_seq1_m.19097	scaffold_2143	28725	28989	264	Au	4	11.33	18.96
comp14590_c0_seq1_m.26193	 -0.008463	 -0.014812	comp14590_c0_seq1_m.26193	scaffold11193_1_size8281	1	2371	2370	PAR	1	98.3	83.49
comp8549_c0_seq1_m.36557	 -0.018033	 -0.02302	comp8549_c0_seq1_m.36557	scaffold1130_1_size38651	35416	37116	1700	PAR	1	70.52	72.37
comp6133_c0_seq1_m.2133	 -0.015634	 -0.026003	comp6133_c0_seq1_m.2133	scaffold1130_1_size38651	11177	13561	2384	PAR	1	70.52	72.37
comp111689_c0_seq1_m.13147	 -0.015144	 -0.017446	comp111689_c0_seq1_m.13147	scaffold44_1_size120491	206	11136	10930	Au	4	18.74	28.22
comp14220_c0_seq1_m.24857	 -0.0082529	 -0.01465	comp14220_c0_seq1_m.24857	scaffold_2267	51501	52430	929	Au	2	71.28	90.97
comp147575_c0_seq1_m.14065	 -0.011722	 -0.012596	comp147575_c0_seq1_m.14065	scaffold4546_1_size17565	10669	11058	389	Au	4	29.85	33.78
comp14498_c0_seq1_m.26541	 0.066426	 0.098127	comp14498_c0_seq1_m.26541	scaffold_1456	2915	6010	3095	SL	1	53.85	61.26
comp105_c1_seq1_m.26762	 0.0072728	 0.012704	comp105_c1_seq1_m.26762	scaffold2724_1_size24315	11838	15135	3297	Au	2	69.43	85.41
comp16449_c0_seq1_m.26458	 -0.0081895	 -0.014879	comp16449_c0_seq1_m.26458	scaffold_1294	36765	44845	8080	PAR	1	79.78	79.78
comp13417_c0_seq1_m.16363	 -0.0098965	 -0.0038721	comp13417_c0_seq1_m.16363	scaffold_1317	3787	6514	2727	Au	6	26.22	24.15
comp10459_c0_seq1_m.22563	 1.1276e-16	 1.1276e-16	comp10459_c0_seq1_m.22563	scaffold25966_1_size2973	772	1502	730	Au	3	79.71	96.76
