query	target	target_begin	target_end	AlignmentLength
comp18441_c0_seq14_m.31825	scaffold40332_1_size1841	547	1237	690
comp18584_c0_seq1_m.38752	scaffold40339_1_size1841	565	1546	981
comp16167_c0_seq1_m.36482	scaffold40375_1_size1839	17	1431	1414
comp13858_c0_seq1_m.24250	scaffold4038_1_size19021	439	2138	1699
comp15050_c0_seq2_m.20533	scaffold4038_1_size19021	17286	19002	1716
comp18430_c0_seq2_m.19745	scaffold40383_1_size1839	69	1789	1720
comp12253_c0_seq1_m.34259	scaffold40393_1_size1838	790	1838	1048
comp6904_c0_seq1_m.2625	scaffold404_1_size58972	17051	24249	7198
comp10664_c0_seq1_m.15819	scaffold404_1_size58972	25281	25682	401
comp10690_c0_seq1_m.4964	scaffold404_1_size58972	35107	36435	1328
comp1899_c0_seq1_m.431	scaffold404_1_size58972	42768	43133	365
comp1621_c0_seq1_m.398	scaffold404_1_size58972	43438	43853	415
comp7651_c0_seq1_m.26347	scaffold404_1_size58972	43929	44375	446
comp14312_c0_seq1_m.34541	scaffold4040_1_size19017	4148	11177	7029
comp8283_c0_seq1_m.3402	scaffold40402_1_size1838	28	603	575
comp15913_c0_seq1_m.8598	scaffold40417_1_size1838	376	570	194
comp14472_c0_seq1_m.7628	scaffold4043_1_size19011	6	5113	5107
comp10305_c0_seq2_m.17396	scaffold4045_1_size19009	4082	5850	1768
comp15932_c0_seq1_m.8612	scaffold40459_1_size1836	1378	1632	254
comp16102_c1_seq1_m.35895	scaffold4046_1_size19004	3323	4272	949
comp16102_c0_seq1_m.35894	scaffold4046_1_size19004	6426	6833	407
comp8708_c0_seq1_m.34224	scaffold4046_1_size19004	6930	7343	413
comp2815_c0_seq1_m.569	scaffold4046_1_size19004	7905	8354	449
comp4191_c0_seq2_m.20513	scaffold4046_1_size19004	9065	10549	1484
comp102367_c0_seq1_m.12893	scaffold4046_1_size19004	12723	14702	1979
comp103408_c0_seq1_m.12953	scaffold4046_1_size19004	14704	15112	408
comp19006_c0_seq1_m.34803	scaffold4047_1_size19001	586	3372	2786
comp11995_c0_seq1_m.5843	scaffold40474_1_size1835	1228	1393	165
comp14121_c0_seq1_m.7362	scaffold40487_1_size1835	182	992	810
comp16819_c0_seq2_m.19513	scaffold4049_1_size18997	11256	13657	2401
comp15458_c0_seq1_m.8300	scaffold4049_1_size18997	14175	17888	3713
comp16200_c0_seq2_m.20417	scaffold4050_1_size18993	13565	15129	1564
comp9246_c0_seq1_m.4000	scaffold40501_1_size1834	1	1697	1696
comp15387_c0_seq3_m.23510	scaffold40506_1_size1834	79	883	804
comp13171_c0_seq1_m.6704	scaffold40511_1_size1834	219	1330	1111
comp6925_c0_seq1_m.2643	scaffold40531_1_size1833	1	1533	1532
comp17036_c0_seq1_m.28305	scaffold4056_1_size18980	5029	6381	1352
comp17036_c0_seq2_m.28307	scaffold4056_1_size18980	9688	10320	632
comp17036_c0_seq1_m.28306	scaffold4056_1_size18980	10889	11209	320
comp16254_c0_seq2_m.29704	scaffold4056_1_size18980	13999	14333	334
comp4216_c0_seq1_m.1010	scaffold4057_1_size18977	7255	8979	1724
comp90079_c0_seq1_m.12585	scaffold4057_1_size18977	11455	12405	950
comp9245_c0_seq1_m.3999	scaffold4057_1_size18977	16624	17734	1110
comp178386_c0_seq1_m.14520	scaffold40572_1_size1831	166	501	335
comp17983_c0_seq1_m.9862	scaffold40594_1_size1830	561	1830	1269
comp2945_c0_seq1_m.594	scaffold40599_1_size1830	772	1528	756
comp18873_c0_seq1_m.31697	scaffold4063_1_size18954	3384	6450	3066
comp18873_c0_seq1_m.31696	scaffold4063_1_size18954	9440	16505	7065
comp173775_c0_seq1_m.14470	scaffold4065_1_size18949	8010	8483	473
comp3725_c0_seq1_m.739	scaffold4065_1_size18949	8691	9344	653
comp203729_c0_seq1_m.14736	scaffold4065_1_size18949	9978	10313	335
comp19028_c1_seq1_m.25091	scaffold40651_1_size1827	239	687	448
comp19028_c1_seq1_m.25090	scaffold40651_1_size1827	909	1744	835
comp18050_c0_seq1_m.9904	scaffold40660_1_size1827	1	1689	1688
comp8324_c0_seq1_m.3419	scaffold406763_1_size143	1	143	142
comp18068_c0_seq1_m.32915	scaffold40700_1_size1825	128	1045	917
comp16126_c0_seq2_m.38843	scaffold4071_1_size18933	8307	18828	10521
comp9466_c0_seq1_m.4155	scaffold4073_1_size18929	1535	5639	4104
comp6862_c0_seq1_m.2599	scaffold4073_1_size18929	6196	6615	419
comp4949_c0_seq1_m.1570	scaffold4073_1_size18929	16494	18677	2183
comp13292_c0_seq1_m.29442	scaffold40730_1_size1824	26	1253	1227
comp16666_c0_seq6_m.23219	scaffold407392_1_size143	1	143	142
comp15010_c0_seq1_m.7994	scaffold40740_1_size1823	121	1199	1078
comp16184_c0_seq1_m.28726	scaffold40752_1_size1823	1074	1722	648
comp9414_c0_seq1_m.4119	scaffold4076_1_size18926	4457	7866	3409
comp13696_c0_seq1_m.7056	scaffold4078_1_size18918	697	3151	2454
comp15067_c1_seq1_m.32082	scaffold4078_1_size18918	4952	7060	2108
comp15067_c1_seq1_m.32083	scaffold4078_1_size18918	6449	6823	374
comp18834_c0_seq2_m.19011	scaffold40797_1_size1820	9	173	164
comp17137_c0_seq1_m.35921	scaffold408091_1_size142	1	142	141
comp2506_c0_seq1_m.35095	scaffold4081_1_size18903	9181	9531	350
comp5357_c1_seq1_m.33191	scaffold4082_1_size18900	14558	14857	299
comp18943_c0_seq6_m.32459	scaffold40824_1_size1819	585	944	359
comp84601_c0_seq1_m.12439	scaffold40824_1_size1819	1167	1505	338
comp11893_c0_seq1_m.5780	scaffold40828_1_size1819	449	1246	797
comp9492_c0_seq1_m.4171	scaffold408287_1_size142	1	142	141
comp17917_c0_seq1_m.24620	scaffold4083_1_size18898	9671	11951	2280
comp17815_c0_seq1_m.30172	scaffold4083_1_size18898	18580	18898	318
comp16769_c0_seq1_m.31570	scaffold408449_1_size142	1	142	141
comp15121_c0_seq1_m.8067	scaffold40873_1_size1817	1012	1320	308
comp11591_c0_seq1_m.5548	scaffold408765_1_size142	1	142	141
comp271839_c0_seq1_m.15138	scaffold4088_1_size18885	6371	7001	630
comp128124_c0_seq1_m.13639	scaffold4088_1_size18885	9940	10486	546
comp9551_c0_seq1_m.4214	scaffold40890_1_size1817	1006	1518	512
comp16878_c0_seq1_m.17032	scaffold40894_1_size1817	1268	1817	549
comp18359_c0_seq1_m.29230	scaffold40895_1_size1817	1297	1587	290
comp6499_c0_seq1_m.2346	scaffold40904_1_size1816	1054	1684	630
comp17338_c0_seq1_m.9498	scaffold4091_1_size18877	12885	14384	1499
comp18997_c0_seq1_m.10439	scaffold4092_1_size18875	9535	11511	1976
comp16620_c0_seq1_m.38970	scaffold40920_1_size1816	268	1713	1445
comp15216_c0_seq1_m.8149	scaffold40922_1_size1816	908	1029	121
comp18406_c0_seq1_m.17777	scaffold40924_1_size1815	97	817	720
comp836_c0_seq1_m.235	scaffold40925_1_size1815	268	609	341
comp53355_c0_seq1_m.11642	scaffold4093_1_size18859	1548	6150	4602
comp8322_c0_seq1_m.3418	scaffold40931_1_size1815	1	891	890
comp14051_c1_seq1_m.37737	scaffold40935_1_size1815	192	1270	1078
comp268705_c0_seq1_m.15124	scaffold40940_1_size1815	850	1179	329
comp6712_c0_seq1_m.34795	scaffold4095_1_size18852	621	1215	594
comp78925_c0_seq1_m.12256	scaffold4095_1_size18852	1919	4094	2175
comp10753_c0_seq1_m.27017	scaffold4095_1_size18852	4179	4788	609
comp12421_c0_seq1_m.6151	scaffold4096_1_size18850	9451	11668	2217
comp10401_c0_seq1_m.17689	scaffold4096_1_size18850	12926	15082	2156
comp10401_c0_seq1_m.17690	scaffold4096_1_size18850	14810	15939	1129
comp14579_c0_seq1_m.7696	scaffold40977_1_size1813	137	549	412
comp4547_c0_seq1_m.1229	scaffold4098_1_size18843	7046	8691	1645
comp15029_c0_seq1_m.21970	scaffold41_1_size124570	270	6004	5734
comp14600_c1_seq1_m.23614	scaffold41_1_size124570	7896	8329	433
comp17582_c0_seq1_m.26867	scaffold41_1_size124570	8971	9706	735
comp17582_c0_seq2_m.26870	scaffold41_1_size124570	11589	12359	770
comp10773_c0_seq1_m.5021	scaffold41_1_size124570	16672	27173	10501
comp20462_c0_seq1_m.10651	scaffold41_1_size124570	52915	58786	5871
comp35713_c0_seq1_m.11222	scaffold41_1_size124570	67017	67733	716
comp7205_c0_seq1_m.28283	scaffold41_1_size124570	71447	74387	2940
comp7205_c0_seq3_m.28284	scaffold41_1_size124570	75575	76048	473
comp10144_c0_seq2_m.30387	scaffold41_1_size124570	88831	109271	20440
comp18382_c0_seq1_m.28408	scaffold41_1_size124570	116858	119746	2888
comp17534_c0_seq1_m.31456	scaffold4100_1_size18836	1980	5403	3423
comp17534_c0_seq2_m.31458	scaffold4100_1_size18836	5541	10150	4609
comp17534_c0_seq2_m.31460	scaffold4100_1_size18836	10356	13297	2941
comp6825_c0_seq1_m.2572	scaffold4102_1_size18833	146	506	360
comp18655_c0_seq3_m.35010	scaffold4102_1_size18833	2425	3313	888
comp18655_c0_seq1_m.35004	scaffold4102_1_size18833	4492	6674	2182
comp8085_c0_seq1_m.3304	scaffold4104_1_size18822	10081	10440	359
comp8085_c0_seq1_m.3302	scaffold4104_1_size18822	10830	13430	2600
comp15672_c0_seq4_m.36700	scaffold41058_1_size1809	713	1392	679
comp18752_c0_seq1_m.17183	scaffold41059_1_size1809	1	806	805
comp5363_c0_seq1_m.1810	scaffold4106_1_size18817	445	4110	3665
comp15200_c0_seq1_m.17155	scaffold4106_1_size18817	6106	14730	8624
comp17125_c0_seq2_m.22644	scaffold4107_1_size18817	5876	14703	8827
comp14723_c0_seq1_m.33029	scaffold4107_1_size18817	15103	16139	1036
comp10741_c0_seq1_m.38758	scaffold4108_1_size18815	4773	7458	2685
comp17616_c0_seq2_m.18229	scaffold4108_1_size18815	9824	11293	1469
comp17616_c0_seq3_m.18230	scaffold4108_1_size18815	12591	14165	1574
comp17616_c0_seq1_m.18228	scaffold4108_1_size18815	16409	18166	1757
comp18683_c0_seq4_m.31583	scaffold41080_1_size1809	139	1340	1201
comp13775_c1_seq1_m.25634	scaffold41093_1_size1808	336	821	485
comp16926_c0_seq2_m.17176	scaffold411_1_size58435	47233	48750	1517
comp12625_c0_seq1_m.21212	scaffold4110_1_size18800	2891	5599	2708
comp18453_c0_seq1_m.10142	scaffold41100_1_size1808	63	1806	1743
comp281159_c0_seq1_m.15178	scaffold411127_1_size142	1	142	141
comp12794_c0_seq1_m.29426	scaffold411129_1_size142	1	142	141
comp18830_c0_seq6_m.28858	scaffold4113_1_size18778	9411	14897	5486
comp18830_c0_seq6_m.28860	scaffold4113_1_size18778	12379	12739	360
comp142072_c0_seq1_m.13897	scaffold4113_1_size18778	16775	17911	1136
comp18764_c0_seq2_m.28495	scaffold41162_1_size1805	1507	1716	209
comp17564_c0_seq1_m.9638	scaffold41173_1_size1805	1	1277	1276
comp9080_c0_seq1_m.3909	scaffold4119_1_size18770	11583	12153	570
comp7807_c0_seq1_m.3156	scaffold4119_1_size18770	13792	16592	2800
comp15663_c0_seq1_m.8458	scaffold41191_1_size1804	1154	1545	391
comp10291_c0_seq1_m.37323	scaffold412_1_size58248	7211	8509	1298
comp6000_c0_seq1_m.2068	scaffold412_1_size58248	15617	19843	4226
comp5035_c0_seq1_m.1637	scaffold412_1_size58248	21497	25330	3833
comp69482_c0_seq1_m.12011	scaffold412_1_size58248	38372	39859	1487
comp23069_c0_seq1_m.10822	scaffold412_1_size58248	42730	43707	977
comp15109_c0_seq1_m.16476	scaffold4120_1_size18766	10787	12781	1994
comp8330_c0_seq1_m.3421	scaffold4120_1_size18766	13427	13792	365
comp14599_c0_seq1_m.7710	scaffold4121_1_size18758	2074	3069	995
comp41691_c0_seq1_m.11358	scaffold4121_1_size18758	5926	8015	2089
comp11435_c0_seq5_m.35034	scaffold4121_1_size18758	11312	12995	1683
comp11435_c0_seq1_m.35030	scaffold4121_1_size18758	13248	18017	4769
comp18488_c0_seq1_m.10160	scaffold41210_1_size1803	1467	1718	251
comp10945_c0_seq1_m.5132	scaffold41238_1_size1802	291	856	565
comp10460_c0_seq1_m.4790	scaffold41242_1_size1801	1	828	827
comp16003_c0_seq1_m.17089	scaffold41243_1_size1801	335	1754	1419
comp19009_c0_seq2_m.20455	scaffold4125_1_size18743	763	6954	6191
comp12835_c0_seq1_m.21425	scaffold4125_1_size18743	9537	11722	2185
comp114063_c0_seq1_m.13275	scaffold4126_1_size18741	11618	11855	237
comp10453_c0_seq1_m.30388	scaffold41260_1_size1801	1	407	406
comp12152_c0_seq1_m.5964	scaffold4127_1_size18736	2798	7761	4963
comp18729_c0_seq1_m.26349	scaffold4127_1_size18736	13747	14202	455
comp2691_c0_seq1_m.18150	scaffold4127_1_size18736	14482	14922	440
comp15144_c0_seq1_m.8091	scaffold41275_1_size1800	233	1800	1567
comp14850_c0_seq1_m.7871	scaffold41289_1_size1799	821	1757	936
comp14076_c0_seq1_m.7319	scaffold4130_1_size18725	534	6449	5915
comp8353_c0_seq1_m.3435	scaffold41307_1_size1799	963	1275	312
comp8015_c1_seq1_m.25441	scaffold4132_1_size18722	323	1604	1281
comp8015_c0_seq1_m.25438	scaffold4132_1_size18722	4889	5558	669
comp14611_c0_seq1_m.7713	scaffold41350_1_size1797	794	1347	553
comp18133_c0_seq2_m.23768	scaffold41352_1_size1797	204	1731	1527
comp17528_c0_seq1_m.9619	scaffold41369_1_size1796	412	1527	1115
comp49880_c0_seq1_m.11557	scaffold4137_1_size18684	899	1288	389
comp11841_c0_seq1_m.5742	scaffold4137_1_size18684	6490	9464	2974
comp10155_c0_seq1_m.4590	scaffold41382_1_size1796	418	729	311
comp6321_c0_seq1_m.18133	scaffold41382_1_size1796	972	1560	588
comp17360_c0_seq2_m.29219	scaffold4140_1_size18678	8277	11015	2738
comp18402_c0_seq1_m.10117	scaffold414010_1_size141	1	141	140
comp3017_c0_seq1_m.604	scaffold4143_1_size18667	1078	5834	4756
comp9455_c0_seq1_m.4150	scaffold4143_1_size18667	6078	8556	2478
comp17776_c0_seq1_m.9757	scaffold4143_1_size18667	10422	13082	2660
comp6148_c0_seq1_m.2145	scaffold4143_1_size18667	13206	13502	296
comp12721_c0_seq1_m.21090	scaffold4144_1_size18666	1	3335	3334
comp103070_c0_seq1_m.12935	scaffold41443_1_size1793	77	645	568
comp12508_c0_seq1_m.16705	scaffold4145_1_size18664	4560	6797	2237
comp5667_c0_seq1_m.1947	scaffold4145_1_size18664	7935	8853	918
comp142285_c0_seq1_m.13905	scaffold4145_1_size18664	11504	11736	232
comp12452_c0_seq1_m.17272	scaffold41471_1_size1792	1	1677	1676
comp17994_c0_seq5_m.25137	scaffold41473_1_size1792	184	651	467
comp124333_c0_seq1_m.13482	scaffold41485_1_size1792	846	1303	457
comp12459_c0_seq1_m.31082	scaffold4149_1_size18651	7185	16931	9746
comp10760_c0_seq1_m.5013	scaffold415_1_size58043	167	5343	5176
comp6458_c0_seq1_m.18175	scaffold415_1_size58043	11688	17894	6206
comp14503_c0_seq1_m.30930	scaffold415_1_size58043	31959	35139	3180
comp17999_c0_seq1_m.34062	scaffold415_1_size58043	38587	41168	2581
comp9831_c0_seq2_m.36867	scaffold415_1_size58043	50307	53417	3110
comp18871_c0_seq1_m.31001	scaffold41506_1_size1791	10	843	833
comp16707_c0_seq1_m.9124	scaffold41547_1_size1789	394	1707	1313
comp16110_c0_seq1_m.8746	scaffold4155_1_size18625	468	827	359
comp14605_c0_seq1_m.16172	scaffold4155_1_size18625	16991	18621	1630
comp12070_c0_seq2_m.19135	scaffold41560_1_size1789	212	511	299
comp18239_c0_seq1_m.10026	scaffold41574_1_size1788	1	1315	1314
comp11013_c1_seq1_m.16633	scaffold4158_1_size18620	9338	9676	338
comp16875_c0_seq1_m.20401	scaffold41586_1_size1788	1	1366	1365
comp4240_c0_seq1_m.23575	scaffold41591_1_size1788	66	380	314
comp13949_c0_seq1_m.7227	scaffold41599_1_size1787	47	973	926
comp11322_c0_seq2_m.34642	scaffold4162_1_size18614	4841	18272	13431
comp11322_c0_seq2_m.34641	scaffold4162_1_size18614	15208	17368	2160
comp17755_c0_seq1_m.9746	scaffold41631_1_size1786	2	1623	1621
comp8830_c0_seq1_m.3731	scaffold41633_1_size1786	33	525	492
comp12880_c0_seq1_m.6486	scaffold4164_1_size18603	508	9180	8672
comp18057_c0_seq1_m.33002	scaffold4164_1_size18603	12317	12985	668
comp832_c0_seq1_m.234	scaffold41646_1_size1786	785	1102	317
comp15971_c0_seq1_m.36910	scaffold41648_1_size1786	179	530	351
comp11977_c0_seq1_m.5833	scaffold4165_1_size18600	480	750	270
comp14243_c0_seq1_m.7471	scaffold41658_1_size1785	6	1421	1415
comp17501_c0_seq1_m.24455	scaffold4167_1_size18591	13121	15722	2601
comp281_c0_seq1_m.70	scaffold41696_1_size1784	633	1397	764
comp858_c0_seq1_m.241	scaffold417_1_size57934	1438	2304	866
comp148083_c0_seq1_m.14069	scaffold417_1_size57934	2305	3400	1095
comp4898_c0_seq1_m.1533	scaffold417_1_size57934	16168	17934	1766
comp6260_c1_seq1_m.35669	scaffold417_1_size57934	19442	30867	11425
comp111975_c0_seq1_m.13166	scaffold417_1_size57934	35617	36608	991
comp9567_c0_seq1_m.30029	scaffold417_1_size57934	41152	42025	873
comp14245_c1_seq1_m.32291	scaffold417_1_size57934	45625	46497	872
comp14245_c1_seq1_m.32290	scaffold417_1_size57934	46804	49336	2532
comp10792_c0_seq1_m.5037	scaffold417_1_size57934	54964	56949	1985
comp12081_c0_seq1_m.19352	scaffold4172_1_size18579	7170	11425	4255
comp7323_c0_seq1_m.2867	scaffold4172_1_size18579	13923	15524	1601
comp13261_c0_seq1_m.6776	scaffold4175_1_size18573	4731	6107	1376
comp8740_c0_seq1_m.3664	scaffold41752_1_size1781	722	1112	390
comp10593_c0_seq1_m.4890	scaffold41753_1_size1781	458	1640	1182
comp16364_c0_seq1_m.8896	scaffold41760_1_size1781	1	1557	1556
comp11792_c0_seq4_m.19472	scaffold417673_1_size141	1	141	140
comp4596_c0_seq1_m.1300	scaffold4178_1_size18563	5146	6439	1293
comp165486_c0_seq1_m.14284	scaffold4178_1_size18563	11702	12082	380
comp16992_c0_seq1_m.18558	scaffold417803_1_size140	1	140	139
comp13967_c0_seq1_m.7237	scaffold4179_1_size18560	6253	7485	1232
comp4551_c0_seq1_m.1233	scaffold4179_1_size18560	12416	14660	2244
comp20542_c0_seq1_m.10656	scaffold4179_1_size18560	15531	18095	2564
comp18740_c0_seq4_m.37441	scaffold41821_1_size1778	600	1037	437
comp18637_c0_seq1_m.34885	scaffold41822_1_size1778	1	1473	1472
comp123428_c0_seq1_m.13415	scaffold4185_1_size18540	15	14342	14327
comp18170_c0_seq1_m.9988	scaffold41850_1_size1777	526	1484	958
comp4635_c0_seq1_m.26112	scaffold4186_1_size18539	2669	3671	1002
comp73122_c0_seq1_m.12108	scaffold41873_1_size1776	1247	1579	332
comp17530_c0_seq1_m.9620	scaffold4190_1_size18521	5546	7585	2039
comp15018_c0_seq1_m.8000	scaffold4191_1_size18514	4618	5803	1185
comp5533_c0_seq1_m.18830	scaffold41917_1_size1775	487	795	308
comp17846_c0_seq1_m.26338	scaffold41918_1_size1775	258	1053	795
comp11782_c0_seq1_m.5693	scaffold41922_1_size1775	355	1775	1420
comp5523_c0_seq1_m.1885	scaffold41923_1_size1775	602	816	214
comp10261_c0_seq1_m.32815	scaffold4193_1_size18511	2782	3526	744
comp10261_c0_seq1_m.32816	scaffold4193_1_size18511	4780	5280	500
comp10502_c0_seq1_m.4828	scaffold4194_1_size18510	9794	11210	1416
comp17170_c0_seq3_m.33229	scaffold41946_1_size1773	230	1501	1271
comp98239_c0_seq1_m.12821	scaffold41960_1_size1773	1124	1475	351
comp112185_c0_seq1_m.13183	scaffold41963_1_size1773	381	776	395
comp18935_c0_seq15_m.32677	scaffold41965_1_size1773	442	1141	699
comp16885_c0_seq1_m.39158	scaffold41968_1_size1772	1292	1744	452
comp387_c0_seq1_m.106	scaffold41969_1_size1772	301	1141	840
comp15779_c0_seq1_m.33919	scaffold41978_1_size1772	1	402	401
comp16822_c0_seq1_m.26651	scaffold41993_1_size1772	461	1772	1311
comp12049_c0_seq1_m.5889	scaffold4202_1_size18498	411	11175	10764
comp26648_c0_seq1_m.10989	scaffold4202_1_size18498	8163	14031	5868
comp165225_c0_seq1_m.14277	scaffold42060_1_size1769	515	871	356
comp97604_c0_seq1_m.12803	scaffold42093_1_size1768	247	852	605
comp365_c0_seq1_m.96	scaffold42093_1_size1768	985	1359	374
comp9153_c2_seq1_m.21336	scaffold421_1_size57595	225	1153	928
comp67430_c0_seq1_m.11966	scaffold421_1_size57595	13572	14177	605
comp10115_c0_seq1_m.4570	scaffold421_1_size57595	16901	16962	61
comp6449_c0_seq1_m.2322	scaffold421_1_size57595	23877	24324	447
comp3965_c0_seq1_m.16956	scaffold421_1_size57595	26226	30847	4621
comp10031_c0_seq1_m.38933	scaffold421_1_size57595	32144	32629	485
comp10031_c0_seq1_m.38930	scaffold421_1_size57595	37228	39726	2498
comp6783_c0_seq1_m.16022	scaffold421_1_size57595	50149	51183	1034
comp6665_c0_seq1_m.2454	scaffold4210_1_size18475	238	600	362
comp37479_c0_seq1_m.11260	scaffold4210_1_size18475	9962	15732	5770
comp17268_c0_seq1_m.20072	scaffold42112_1_size1767	57	1593	1536
comp18788_c0_seq3_m.25482	scaffold42130_1_size1766	1	152	151
comp17102_c0_seq4_m.28288	scaffold4214_1_size18465	12984	13810	826
comp18801_c0_seq10_m.19317	scaffold4215_1_size18463	5964	11765	5801
comp12610_c0_seq1_m.6299	scaffold42170_1_size1765	658	1765	1107
comp12407_c0_seq1_m.33395	scaffold42178_1_size1765	349	895	546
comp6937_c0_seq1_m.2648	scaffold4219_1_size18456	2869	5117	2248
comp9789_c0_seq1_m.4359	scaffold422_1_size57583	39694	40221	527
comp12636_c0_seq1_m.20292	scaffold422_1_size57583	44501	51674	7173
comp18969_c0_seq1_m.10420	scaffold4222_1_size18443	1	736	735
comp18969_c0_seq1_m.10421	scaffold4222_1_size18443	4469	5820	1351
comp142400_c0_seq1_m.13911	scaffold42227_1_size1762	701	1139	438
comp731_c0_seq1_m.211	scaffold4223_1_size18438	8506	9117	611
comp8687_c0_seq1_m.3625	scaffold4223_1_size18438	9771	10513	742
comp51737_c0_seq1_m.11596	scaffold4223_1_size18438	12204	12602	398
comp3205_c0_seq1_m.35823	scaffold4224_1_size18437	16558	18121	1563
comp12060_c0_seq1_m.18273	scaffold42245_1_size1761	226	1318	1092
comp18547_c0_seq1_m.10195	scaffold4225_1_size18434	5928	8156	2228
comp7896_c0_seq1_m.3203	scaffold4225_1_size18434	11478	12659	1181
comp14342_c0_seq3_m.29538	scaffold422519_1_size140	23	133	110
comp141472_c0_seq1_m.13857	scaffold42273_1_size1760	1232	1534	302
comp18527_c0_seq1_m.29955	scaffold42278_1_size1760	451	837	386
comp11754_c0_seq1_m.5676	scaffold4229_1_size18423	7007	7577	570
comp78427_c0_seq1_m.12251	scaffold4229_1_size18423	8674	9114	440
comp7907_c0_seq1_m.3207	scaffold4229_1_size18423	9422	10277	855
comp18663_c2_seq2_m.36284	scaffold42293_1_size1760	1	1352	1351
comp14548_c0_seq1_m.7683	scaffold42298_1_size1760	3	1317	1314
comp7435_c1_seq1_m.16449	scaffold4235_1_size18405	234	2305	2071
comp7435_c0_seq1_m.16448	scaffold4235_1_size18405	2343	2651	308
comp3435_c0_seq1_m.37433	scaffold4235_1_size18405	7075	7727	652
comp874_c0_seq1_m.243	scaffold4235_1_size18405	7971	8312	341
comp205477_c0_seq1_m.14774	scaffold4235_1_size18405	8661	8981	320
comp128479_c0_seq1_m.13647	scaffold4235_1_size18405	9075	9581	506
comp16165_c0_seq1_m.8778	scaffold4235_1_size18405	12460	13934	1474
comp12687_c0_seq1_m.36204	scaffold4237_1_size18403	964	2328	1364
comp18313_c0_seq3_m.30315	scaffold4237_1_size18403	8659	13915	5256
comp12016_c0_seq1_m.5862	scaffold4239_1_size18395	3621	10764	7143
comp53760_c0_seq1_m.11659	scaffold424_1_size57456	20174	20917	743
comp23953_c0_seq1_m.10860	scaffold424_1_size57456	52767	54695	1928
comp2577_c0_seq1_m.517	scaffold42405_1_size1755	549	1526	977
comp15284_c0_seq1_m.21567	scaffold42417_1_size1754	70	290	220
